Name;Name mit Ort;Nummer;Globale ID;GKZ;Gemeinde;Teilort;Landkreis;Relationscode;Tarifzonen;Verkehrsmittel;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate;
"Steinbeisstraße";"Fellbach Steinbeisstraße";"2641";"de:08119:2641";08119020;"Fellbach";"Fellbach";"WN";"132";"20,32,1,2";"Bus";"215";"31215_";1;"31";9,2635692;48,8159308;
"Wilhelm-Pfitzer-Straße";"Fellbach Wilhelm-Pfitzer-Str.";"2642";"de:08119:2642";08119020;"Fellbach";"Fellbach";"WN";"132";"20,32,1,2";"Bus";"215";"31215_";1;"31";9,2628925;48,8167237;
"Max-Planck-Straße";"Fellbach Max-Planck-Str.";"2643";"de:08119:2643";08119020;"Fellbach";"Fellbach";"WN";"132";"20,32,1,2";"Bus";"215";"31215_";1;"31";9,2602387;48,8143827;
"Kienbachstraße";"Fellbach Kienbachstr.";"2644";"de:08119:2644";08119020;"Fellbach";"Fellbach";"WN";"132";"20,32,1,2";"Bus";"207";"31207_";1;"31";9,2691582;48,8044166;
"Eugenstraße";"Fellbach Eugenstr.";"2645";"de:08119:2645";08119020;"Fellbach";"Fellbach";"WN";"132";"20,32,1,2";"Bus";"207";"31207_";1;"31";9,2689430;48,8023669;
"Adlerstraße";"Fellbach Adlerstraße";"2646";"de:08119:2646";08119020;"Fellbach";"Fellbach";"WN";"132";"20,32,1,2";"Bus";"212";"31212_";1;"31";9,2696318;48,8165462;
"Postdörfle";"Fellbach Postdörfle";"2647";"de:08119:2647";08119020;"Fellbach";"Fellbach";"WN";"132";"20,32,1,2";"Bus";"212";"31212_";1;"31";9,2701245;48,8144858;
"Laubsängerweg";"Fellbach Laubsängerweg";"2648";"de:08119:2648";08119020;"Fellbach";"Fellbach";"WN";"132";"20,32,1,2";"Bus";"212";"31212_";1;"31";9,2852276;48,8054210;
"Rappachstraße";"Rappachstraße";"2653";"de:08111:2653";08111000;"Stuttgart";"Stuttgart";"S";"436";"20,36,1,2";"Bus";"90";"30090_";1;"30";9,0860236;48,8070467;
"Gewerbestraße";"Gewerbestraße";"2699";"de:08111:2699";08111000;"Stuttgart";"Stuttgart";"S";"322";"1";"Bus";"80";"30080_";1;"30";9,1208605;48,7219293;
"Handwerkstraße";"Handwerkstraße";"2700";"de:08111:2700";08111000;"Stuttgart";"Stuttgart";"S";"322";"20,1";"Bus";"80";"30080_";1;"30";9,1299385;48,7216316;
"Kreuzstraße";"Kreuzstraße";"2701";"de:08111:2701";08111000;"Stuttgart";"Stuttgart";"S";"022";"20,1";"Bus;Nachtbus";"82,N1";"30082_,33001_";2;"30,33";9,1075934;48,7335248;
"Hainbach";"Wäldenbronn Hainbach";"2788";"de:08116:2788";08116019;"Esslingen am Neckar";"Wäldenbronn";"ES";"031";"2";"Bus;Nachtbus";"110,N12";"31110_,34012_";2;"31,34";9,3200452;48,7575169;
"Maille";"Esslingen (N) Maille";"2800";"de:08116:2800";08116019;"Esslingen am Neckar";"Esslingen (N)";"ES";"031";"31,2";"Bus;Nachtbus";"102,103,108,110,111,113,118,119,120,130,131,N14,N16,N19,N22";"31102_,31103_,31108_,31110_,31111_,31113_,31118_,31119_,31120_,31130_,31131_,34014_,34016_,34019_,34022_";15;"31,34";9,3088682;48,7380249;
"Weilstraße";"Pliensauv. Weilstraße";"2801";"de:08116:2801";08116019;"Esslingen am Neckar";"Pliensauvorstadt";"ES";"031";"31,2";"Bus;Nachtbus";"113,118,119,120,122,130,131,N19,N22";"31113_,31118_,31119_,31120_,31122_,31130_,31131_,34019_,34022_";9;"31,34";9,3007198;48,7349441;
"Mutzenreis";"Zollberg Mutzenreis";"2802";"de:08116:2802";08116019;"Esslingen am Neckar";"Zollberg";"ES";"031";"31,2";"Bus;Nachtbus";"122,130,131,N22";"31122_,31130_,31131_,34022_";4;"31,34";9,2864969;48,7272469;
"Zollberg";"Zollberg";"2803";"de:08116:2803";08116019;"Esslingen am Neckar";"Zollberg";"ES";"031";"31,2";"Bus;Nachtbus";"113,118,119,120,N19";"31113_,31118_,31119_,31120_,34019_";5;"31,34";9,3002618;48,7288215;
"Pliensaufriedhof";"Zollberg Pliensaufriedhof";"2804";"de:08116:2804";08116019;"Esslingen am Neckar";"Zollberg";"ES";"031";"31,2";"Bus;Nachtbus";"122,130,131,N22";"31122_,31130_,31131_,34022_";4;"31,34";9,2928625;48,7303333;
"Mutzenreisstraße";"Zollberg Mutzenreisstr.";"2805";"de:08116:2805";08116019;"Esslingen am Neckar";"Zollberg";"ES";"031";"31,2";"Bus;Nachtbus";"113,119,120,N19";"31113_,31119_,31120_,34019_";4;"31,34";9,3021373;48,7242304;
"Pliensauturm";"Esslingen (N) Pliensauturm";"2806";"de:08116:2806";08116019;"Esslingen am Neckar";"Esslingen (N)";"ES";"031";"31,2";"Bus;Nachtbus";"101,102,103,104,106,108,110,111,113,114,115,118,119,120,130,131,140,N12,N13,N14,N16,N19,N22";"31101_,31102_,31103_,31104_,31106_,31108_,31110_,31111_,31113_,31114_,31115_,31118_,31119_,31120_,31130_,31131_,31140_,34012_,34013_,34014_,34016_,34019_,34022_";23;"31,34";9,3056713;48,7376918;
"Schubertstraße";"Wolfschlugen Schubertstr.";"2808";"de:08116:2808";08116073;"Wolfschlugen";"Wolfschlugen";"ES";"250";"40,49,50,59,3,4";"Bus";"120";"31120_";1;"31";9,2895508;48,6579340;
"Jungborn";"Nürtingen Jungborn";"2809";"de:08116:2809";08116049;"Nürtingen";"Nürtingen";"ES";"160";"4,5";"Bus";"181";"31181_";1;"31";9,3755186;48,6129651;
"Roßdorf Schule";"Nürtingen Roßdorf Schule";"2810";"de:08116:2810";08116049;"Nürtingen";"Nürtingen";"ES";"160";"50,60,4,5";"Bus;Nachtbus";"182,182A,183,N85";"31182_,31182a,31183_,34085_";4;"31,34";9,3403413;48,6031737;
"Roßdorf Kleeweg";"Nürtingen Roßdorf Kleeweg";"2811";"de:08116:2811";08116049;"Nürtingen";"Nürtingen";"ES";"160";"50,60,4,5";"Bus;Nachtbus";"182,182A,183,N85";"31182_,31182a,31183_,34085_";4;"31,34";9,3372476;48,6007997;
"Mühlstraße";"Nürtingen Mühlstraße";"2813";"de:08116:2813";08116049;"Nürtingen";"Nürtingen";"ES";"160";"50,60,4,5";"Bus;Nachtbus";"X4,74,167,188,189,X16,N15,N87";"30034_,30074_,31167_,31188_,31189_,31X16_,34015_,34087_";8;"30,31,34";9,3344461;48,6282175;
"Freibad";"Kirchheim (T) Freibad";"2814";"de:08116:2814";08116033;"Kirchheim unter Teck";"Kirchheim (T)";"ES";"061";"61,5";"Bus;Ruftaxi";"163,170,173,173A,175,175A,177,177A,RT163";"31163_,31170_,31173_,31173a,31175_,31175a,31177_,31177a,50163_";9;"31,50";9,4618911;48,6438910;
"Bonholz";"Waldenbuch Bonholz";"2815";"de:08115:2815";08115048;"Waldenbuch";"Waldenbuch";"BB";"458";"48,58,3,4";"Bus";"826,826A,828,X82";"31826_,31826a,31828_,31X82_";4;"31";9,1317071;48,6289705;
"Marquardtschule";"Plochingen Marquardtschule";"2816";"de:08116:2816";08116056;"Plochingen";"Plochingen";"ES";"541";"41,3";"Bus";"141";"31141_";1;"31";9,4313804;48,7099879;
"Egelsberg Hochhaus";"Weilh.(T) Egelsberg Hochhaus";"2817";"de:08116:2817";08116070;"Weilheim an der Teck";"Weilheim (T)";"ES";"671";"71,5,6";"Bus";"173,173A,175,175A,177,177A";"31173_,31173a,31175_,31175a,31177_,31177a";6;"31";9,5158498;48,6177180;
"Neuffener Straße";"Linsenhofen Neuffener Str.";"2819";"de:08116:2819";08116020;"Frickenhausen";"Linsenhofen";"ES";"170";"60,70,5";"Bus;SEV-Bus";"RB65E,180";"31065e,31180_";2;"31";9,3705717;48,5800769;
"Rathaus";"Kappishäusern Rathaus";"2820";"de:08116:2820";08116046;"Neuffen";"Kappishäusern";"ES";"070";"70,5";"Bus";"192,198,199";"31192_,31198_,31199_";3;"31";9,3269407;48,5500747;
"Etzelweg";"Kohlberg Etzelweg";"2821";"de:08116:2821";08116036;"Kohlberg";"Kohlberg";"ES";"570";"70,5";"Bus";"180,192,198,199";"31180_,31192_,31198_,31199_";4;"31";9,3375328;48,5582005;
"Uhlandstraße";"Frickenhausen Uhlandstr.";"2822";"de:08116:2822";08116020;"Frickenhausen";"Frickenhausen";"ES";"170";"60,70,5";"Bus;SEV-Bus";"RB65E,180,195";"31065e,31180_,31195_";3;"31";9,3572207;48,5952449;
"Hölzlachstraße";"Frickenhausen Hölzlachstr.";"2824";"de:08116:2824";08116020;"Frickenhausen";"Frickenhausen";"ES";"170";"60,70,5";"Bus";"195,198";"31195_,31198_";2;"31";9,3595408;48,5897881;
"Schlierbacher Dreieck";"Kirchh.(T) Schlierb. Dreieck";"2826";"de:08116:2826";08116033;"Kirchheim unter Teck";"Kirchheim (T)";"ES";"061";"61,5";"Bus";"164,165";"31164_,31165_";2;"31";9,4602889;48,6527282;
"Notzinger Straße";"Kirchheim (T) Notzinger Str.";"2827";"de:08116:2827";08116033;"Kirchheim unter Teck";"Kirchheim (T)";"ES";"061";"61,5";"Bus";"164,165";"31164_,31165_";2;"31";9,4566113;48,6542896;
"Im Stockach";"Weilheim (T) Im Stockach";"2831";"de:08116:2831";08116070;"Weilheim an der Teck";"Weilheim (T)";"ES";"671";"71,5,6";"Bus";"175A,177,177A";"31175a,31177_,31177a";3;"31";9,5261919;48,6249102;
"Gewerbegebiet Au";"Weilheim (T) Gewerbegebiet Au";"2832";"de:08116:2832";08116070;"Weilheim an der Teck";"Weilheim (T)";"ES";"671";"5,6";"Bus";"171";"31171_";1;"31";9,5070533;48,6304727;
"Karlstraße";"Neuh.(F) Karlstraße";"2889";"de:08116:2889";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"2,3";"Bus";"120,816A,817";"31120_,31816a,31817_";3;"31";9,2794013;48,6806563;
"Ziegelei";"Neuh.(F) Ziegelei";"2890";"de:08116:2890";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"2,3";"Bus";"120,816A,817";"31120_,31816a,31817_";3;"31";9,2809089;48,6782606;
"Melli-Beese-Straße";"Scharnhausen Melli-Beese-Str.";"2892";"de:08116:2892";08116080;"Ostfildern";"Scharnhausen";"ES";"30";"2";"Bus;Nachtbus";"73,122,130,N22";"30073_,31122_,31130_,34022_";4;"30,31,34";9,2434731;48,7067983;
"Akademiegärten";"Neuhausen (F) Akademiegärten";"2893";"de:08116:2893";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"2,3";"Bus";"120";"31120_";1;"31";9,2835420;48,6707813;
"Schönbuchstraße";"Neuhausen (F) Schönbuchstraße";"2894";"de:08116:2894";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"30,39,2,3";"Bus";"120";"31120_";1;"31";9,2722726;48,6883260;
"Industriegebiet Mitte";"Neuh.(F) Industriegebiet Mitte";"2895";"de:08116:2895";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"30,39,2,3";"Bus";"816,816A,817";"31816_,31816a,31817_";3;"31";9,2641415;48,6839926;
"Novizenweg";"Neuhausen (F) Novizenweg";"2896";"de:08116:2896";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"30,39,2,3";"Bus";"816A,817";"31816a,31817_";2;"31";9,2787728;48,6750375;
"Lettenstraße";"Neuhausen (F) Lettenstraße";"2897";"de:08116:2897";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"30,39,2,3";"Bus;Nachtbus";"73,120,121,816A,817,N19";"30073_,31120_,31121_,31816a,31817_,34019_";6;"30,31,34";9,2749199;48,6806401;
"Mozartschule";"Neuhausen (F) Mozartschule";"2898";"de:08116:2898";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"30,39,2,3";"Bus;Nachtbus";"73,120,121,816A,817,N19";"30073_,31120_,31121_,31816a,31817_,34019_";6;"30,31,34";9,2780616;48,6814958;
"Plieninger Straße (Nord)";"Scharnh. Plieninger Str.(Nord)";"2899";"de:08116:2899";08116080;"Ostfildern";"Scharnhausen";"ES";"030";"30,2";"Bus";"130";"31130_";1;"31";9,2519238;48,7067351;
"Nagelstraße";"Scharnhausen Nagelstraße";"2900";"de:08116:2900";08116080;"Ostfildern";"Scharnhausen";"ES";"030";"30,2";"Bus";"130";"31130_";1;"31";9,2490859;48,7070830;
"Bahnhofstraße";"Neuhausen (F) Bahnhofstr.";"2901";"de:08116:2901";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"30,39,2,3";"Bus;Nachtbus";"120,121,816,816A,817,N19";"31120_,31121_,31816_,31816a,31817_,34019_";6;"31,34";9,2777660;48,6845450;
"Brühlsiedlung";"Neuhausen (F) Brühlsiedlung";"2902";"de:08116:2902";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"30,39,2,3";"Bus;Nachtbus";"73,120,121,816A,817,N19";"30073_,31120_,31121_,31816a,31817_,34019_";6;"30,31,34";9,2785256;48,6769895;
"Peronnas-Platz";"Neuh.(F) Peronnas-Platz";"2903";"de:08116:2903";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"30,39,2,3";"Bus;Nachtbus";"73,120,121,816,816A,N19";"30073_,31120_,31121_,31816_,31816a,34019_";6;"30,31,34";9,2788249;48,6869165;
"Industriegebiet Ost";"Neuh.(F) Industriegebiet Ost";"2904";"de:08116:2904";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"30,39,2,3";"Bus";"816A,817";"31816a,31817_";2;"31";9,2686516;48,6842340;
"Industriegebiet West";"Neuh.(F) Industriegebiet West";"2905";"de:08116:2905";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"30,39,2,3";"Bus";"816,816A,817";"31816_,31816a,31817_";3;"31";9,2542916;48,6832505;
"Schlossplatz";"Neuhausen (F) Schlossplatz";"2906";"de:08116:2906";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"30,39,2,3";"Bus;Nachtbus";"73,120,121,816A,817,N19";"30073_,31120_,31121_,31816a,31817_,34019_";6;"30,31,34";9,2784649;48,6832124;
"Schillerstraße";"Neuh.(F) Schillerstraße";"2907";"de:08116:2907";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"30,39,2,3";"Bus;Nachtbus";"73,120,121,816A,817,N19";"30073_,31120_,31121_,31816a,31817_,34019_";6;"30,31,34";9,2756733;48,6793524;
"Traube";"Neuhausen (F) Traube";"2908";"de:08116:2908";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"30,39,2,3";"Bus;Nachtbus";"73,120,121,816,816A,N19";"30073_,31120_,31121_,31816_,31816a,34019_";6;"30,31,34";9,2795031;48,6892169;
"Wilhelmstraße";"Neuhausen (F) Wilhelmstr.";"2909";"de:08116:2909";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"30,39,2,3";"Bus;Nachtbus";"120,121,N19";"31120_,31121_,34019_";3;"31,34";9,2736413;48,6827564;
"Hindenburgstraße";"Nellingen Hindenburgstr.";"2910";"de:08116:2910";08116080;"Ostfildern";"Nellingen";"ES";"030";"30,2";"Bus";"119,120";"31119_,31120_";2;"31";9,2995635;48,7142555;
"Parkstraße";"Parksiedlung Parkstraße";"2911";"de:08116:2911";08116080;"Ostfildern";"Parksiedlung";"ES";"030";"30,2";"Bus";"130,131";"31130_,31131_";2;"31";9,2684294;48,7266521;
"Riegelstraße";"Nellingen Riegelstraße";"2912";"de:08116:2912";08116080;"Ostfildern";"Nellingen";"ES";"030";"30,2";"Bus";"120";"31120_";1;"31";9,2944618;48,7132525;
"Krankenhaus";"Ruit Krankenhaus";"2913";"de:08116:2913";08116080;"Ostfildern";"Ruit";"ES";"030";"30,2";"Bus";"131,816";"31131_,31816_";2;"31";9,2530226;48,7415245;
"Scharnhäuser Straße";"Ruit Scharnhäuser Str.";"2914";"de:08116:2914";08116080;"Ostfildern";"Ruit";"ES";"030";"30,2";"Bus";"816";"31816_";1;"31";9,2542459;48,7253085;
"Gestütshof";"Scharnhausen Gestütshof";"2915";"de:08116:2915";08116080;"Ostfildern";"Scharnhausen";"ES";"030";"30,2";"Bus";"816";"31816_";1;"31";9,2586489;48,7093010;
"Plieninger Straße";"Scharnhausen Plieninger Str.";"2916";"de:08116:2916";08116080;"Ostfildern";"Scharnhausen";"ES";"030";"30,2";"Bus;Nachtbus";"73,120,122,N22";"30073_,31120_,31122_,34022_";4;"30,31,34";9,2542186;48,7064513;
"Rathaus";"Scharnhausen Rathaus";"2917";"de:08116:2917";08116080;"Ostfildern";"Scharnhausen";"ES";"030";"30,2";"Bus;Nachtbus";"73,120,122,816,N22";"30073_,31120_,31122_,31816_,34022_";5;"30,31,34";9,2635475;48,7080579;
"Esslinger Straße";"Wolfschlugen Esslinger Str.";"2918";"de:08116:2918";08116073;"Wolfschlugen";"Wolfschlugen";"ES";"250";"40,49,50,59,3,4";"Bus";"X4,74,120";"30034_,30074_,31120_";3;"30,31";9,2858130;48,6570351;
"Löwen";"Wolfschlugen Löwen";"2919";"de:08116:2919";08116073;"Wolfschlugen";"Wolfschlugen";"ES";"250";"40,49,50,59,3,4";"Bus";"X4,74,120";"30034_,30074_,31120_";3;"30,31";9,2880722;48,6533335;
"Reinhardtstraße";"Wolfschlugen Reinhardtstr.";"2920";"de:08116:2920";08116073;"Wolfschlugen";"Wolfschlugen";"ES";"250";"40,49,50,59,3,4";"Bus";"X4,74";"30034_,30074_";2;"30";9,2925443;48,6521621;
"Siedlung";"Wolfschlugen Siedlung";"2921";"de:08116:2921";08116073;"Wolfschlugen";"Wolfschlugen";"ES";"250";"40,49,50,59,3,4";"Bus";"X4,74";"30034_,30074_";2;"30";9,3011423;48,6487497;
"Schlosserstraße";"Neuhausen (F) Schlosserstr.";"2922";"de:08116:2922";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"30,39,2,3";"Bus";"73,120,816,816A";"30073_,31120_,31816_,31816a";4;"30,31";9,2742690;48,6908032;
"Hardt";"Hardt";"2923";"de:08116:2923";08116049;"Nürtingen";"Hardt";"ES";"160";"50,60,4,5";"Bus";"X4,74";"30034_,30074_";2;"30";9,3081039;48,6442170;
"Grötzinger Straße";"Oberensingen Grötzinger Str.";"2924";"de:08116:2924";08116049;"Nürtingen";"Oberensingen";"ES";"160";"50,60,4,5";"Bus";"X4,74,167,186,X16";"30034_,30074_,31167_,31186_,31X16_";5;"30,31";9,3188039;48,6388462;
"Lindenplatz";"Oberensingen Lindenplatz";"2925";"de:08116:2925";08116049;"Nürtingen";"Oberensingen";"ES";"160";"50,60,4,5";"Bus";"X4,74,167,186,X16";"30034_,30074_,31167_,31186_,31X16_";5;"30,31";9,3252454;48,6382796;
"Cafe Stoll";"Oberensingen Cafe Stoll";"2926";"de:08116:2926";08116049;"Nürtingen";"Oberensingen";"ES";"160";"50,60,4,5";"Bus;Nachtbus";"X4,74,167,X16,N15";"30034_,30074_,31167_,31X16_,34015_";5;"30,31,34";9,3267976;48,6349210;
"Neckarbrücke";"Nürtingen Neckarbrücke";"2927";"de:08116:2927";08116049;"Nürtingen";"Nürtingen";"ES";"160";"50,60,4,5";"Bus;Nachtbus";"X4,74,167,188,189,X16,N15,N87";"30034_,30074_,31167_,31188_,31189_,31X16_,34015_,34087_";8;"30,31,34";9,3321510;48,6278375;
"Albstraße (Siedlerstube)";"Nürt. Albstr. (Siedlerstube)";"2929";"de:08116:2929";08116049;"Nürtingen";"Nürtingen";"ES";"160";"50,60,4,5";"Bus;Nachtbus";"180,183,193,N85";"31180_,31183_,31193_,34085_";4;"31,34";9,3445841;48,6189162;
"Nürtingen";"Nürtingen";"2931";"de:08116:2931";08116049;"Nürtingen";"Nürtingen";"ES";"160";"50,60,4,5";"Bus;Nachtbus;R-Bahn;SEV-Bus";"RE6,MEX12,MEX18,RB65,X4,74,RB65E,166,166A,167,169,180,181,182,183,184,185,185A,186,188,189,193,195,196,X16,X18,X19,N15,N85,N87,MEX12E,MEX18E";"11006_,11012_,11018_,12065_,30034_,30074_,31065e,31166_,31166a,31167_,31169_,31180_,31181_,31182_,31183_,31184_,31185_,31185a,31186_,31188_,31189_,31193_,31195_,31196_,31X16_,31X18_,31X19_,34015_,34085_,34087_,36012e,36018e";32;"11,12,30,31,34,36";9,3427206;48,6281302;
"Kirche";"Ruit Kirche";"2932";"de:08116:2932";08116080;"Ostfildern";"Ruit";"ES";"030";"30,2";"Bus;Nachtbus";"130,131,816,N22";"31130_,31131_,31816_,34022_";4;"31,34";9,2527980;48,7293043;
"Im Kapf";"Ruit Im Kapf";"2933";"de:08116:2933";08116080;"Ostfildern";"Ruit";"ES";"030";"30,2";"Bus;Nachtbus";"131,816,N22";"31131_,31816_,34022_";3;"31,34";9,2541737;48,7352453;
"Herzog-Philipp-Platz";"Parks. Herzog-Philipp-Platz";"2935";"de:08116:2935";08116080;"Ostfildern";"Parksiedlung";"ES";"030";"30,2";"Bus";"130,131";"31130_,31131_";2;"31";9,2724106;48,7263999;
"Robert-Koch-Straße";"Parks. Robert-Koch-Straße";"2936";"de:08116:2936";08116080;"Ostfildern";"Parksiedlung";"ES";"030";"30,2";"Bus;Nachtbus";"122,130,131,N22";"31122_,31130_,31131_,34022_";4;"31,34";9,2781418;48,7255589;
"Steinen";"Nellingen Steinen";"2937";"de:08116:2937";08116080;"Ostfildern";"Nellingen";"ES";"030";"30,2";"Bus;Nachtbus";"120,N19";"31120_,34019_";2;"31,34";9,3006383;48,7190277;
"Zabergäustraße";"Neuhausen (F) Zabergäustr.";"2939";"de:08116:2939";08116047;"Neuhausen auf den Fildern";"Neuhausen (F)";"ES";"330";"30,39,2,3";"Bus";"73,120,816,816A,X10";"30073_,31120_,31816_,31816a,35X10_";5;"30,31,35";9,2678865;48,6910521;
"Roßdorf Holbeinstraße";"Nürt. Roßdorf Holbeinstraße";"2940";"de:08116:2940";08116049;"Nürtingen";"Nürtingen";"ES";"160";"50,60,4,5";"Bus;Nachtbus";"182,183,N85";"31182_,31183_,34085_";3;"31,34";9,3437906;48,6059421;
"Bauhof";"Nürtingen Bauhof";"2941";"de:08116:2941";08116049;"Nürtingen";"Nürtingen";"ES";"160";"50,60,4,5";"Bus";"184,186";"31184_,31186_";2;"31";9,3391823;48,6385811;
"Grafenberger Straße";"Tischardt Grafenberger Str.";"2943";"de:08116:2943";08116020;"Frickenhausen";"Tischardt";"ES";"170";"60,70,5";"Bus";"195";"31195_";1;"31";9,3249389;48,5758445;
"Schule";"Oberensingen Schule";"2948";"de:08116:2948";08116049;"Nürtingen";"Oberensingen";"ES";"160";"50,60,4,5";"Bus";"186";"31186_";1;"31";9,3268587;48,6401725;
"Fuchsrain";"Hardt Fuchsrain";"2949";"de:08116:2949";08116049;"Nürtingen";"Hardt";"ES";"160";"50,60,4,5";"Bus";"186";"31186_";1;"31";9,3046869;48,6424186;
"Hans-von-Hutten-Platz";"Hardt Hans-von-Hutten-Platz";"2950";"de:08116:2950";08116049;"Nürtingen";"Hardt";"ES";"160";"50,60,4,5";"Bus";"186";"31186_";1;"31";9,3013815;48,6410784;
"Kullenwiesen";"Hardt Kullenwiesen";"2951";"de:08116:2951";08116049;"Nürtingen";"Hardt";"ES";"160";"50,60,4,5";"Bus";"186";"31186_";1;"31";9,3037596;48,6393995;
"Hauffstraße";"Oberensingen Hauffstraße";"2952";"de:08116:2952";08116049;"Nürtingen";"Oberensingen";"ES";"160";"50,60,4,5";"Bus";"167,186,X16";"31167_,31186_,31X16_";3;"31";9,3133933;48,6393647;
"Kroatenhof";"Nürtingen Kroatenhof";"2953";"de:08116:2953";08116049;"Nürtingen";"Nürtingen";"ES";"160";"50,60,4,5";"Bus;Nachtbus";"182,189,X18,X19,N85";"31182_,31189_,31X18_,31X19_,34085_";5;"31,34";9,3351438;48,6250051;
"Im Vogelsang";"Neuenhaus Im Vogelsang";"2962";"de:08116:2962";08116081;"Aichtal";"Neuenhaus";"ES";"159";"49,59,3,4";"Bus";"809A,X16";"31809a,31X16_";2;"31";9,2033264;48,6266898;
"Humpfentalstraße";"Nürtingen Humpfentalstraße";"2963";"de:08116:2963";08116049;"Nürtingen";"Nürtingen";"ES";"160";"50,60,4,5";"Bus;Nachtbus";"182A,N85";"31182a,34085_";2;"31,34";9,3351787;48,6139081;
"Roßdorf Liebermannstraße";"Nürt. Roßdorf Liebermannstr.";"2965";"de:08116:2965";08116049;"Nürtingen";"Nürtingen";"ES";"160";"50,60,4,5";"Bus;Nachtbus";"182,183,N85";"31182_,31183_,34085_";3;"31,34";9,3416924;48,6044646;
"Paulinenstraße";"Nellingen Paulinenstraße";"2967";"de:08116:2967";08116080;"Ostfildern";"Nellingen";"ES";"030";"30,2";"Bus;Nachtbus";"120,N19";"31120_,34019_";2;"31,34";9,3006271;48,7171573;
"Ruit";"Ruit";"2968";"de:08116:2968";08116080;"Ostfildern";"Ruit";"ES";"030";"30,2";"Bus;Nachtbus;Stadtbahn";"U7,U8,131,816,N22";"20007_,20008_,31131_,31816_,34022_";5;"20,31,34";9,2537174;48,7310198;
"Zinsholz";"Ruit Zinsholz";"2969";"de:08116:2969";08116080;"Ostfildern";"Ruit";"ES";"030";"30,2";"Bus;Nachtbus;Stadtbahn";"U7,U8,130,131,N22";"20007_,20008_,31130_,31131_,34022_";5;"20,31,34";9,2619305;48,7263074;
"Parksiedlung";"Parksiedlung";"2970";"de:08116:2970";08116080;"Ostfildern";"Parksiedlung";"ES";"030";"30,2";"Stadtbahn";"U7,U8";"20007_,20008_";2;"20";9,2716257;48,7245223;
"Scharnhauser Park";"Scharnhauser Park";"2971";"de:08116:2971";08116080;"Ostfildern";"Scharnhauser Park";"ES";"030";"30,2";"Bus;Nachtbus;Stadtbahn";"U7,U8,122,N22";"20007_,20008_,31122_,34022_";4;"20,31,34";9,2725685;48,7204285;
"Kreuzbrunnen";"Scharnhauser Park Kreuzbrunnen";"2972";"de:08116:2972";08116080;"Ostfildern";"Scharnhauser Park";"ES";"030";"30,2";"Bus;Nachtbus;Stadtbahn";"U7,U8,120,122,N22";"20007_,20008_,31120_,31122_,34022_";5;"20,31,34";9,2731784;48,7151125;
"Technische Akademie";"Nellingen Technische Akademie";"2973";"de:08116:2973";08116080;"Ostfildern";"Nellingen";"ES";"030";"30,2";"Stadtbahn";"U7,U8";"20007_,20008_";2;"20";9,2897986;48,7152247;
"Ostfildern";"Nellingen Ostfildern";"2974";"de:08116:2974";08116080;"Ostfildern";"Nellingen";"ES";"030";"30,2";"Bus;Stadtbahn";"U7,U8,119,120";"20007_,20008_,31119_,31120_";4;"20,31";9,2958086;48,7158299;
"Plieningen Seemühlenweg";"Plieningen Seemühlenweg";"2976";"de:08111:2976";08111000;"Stuttgart";"Stuttgart";"S";"139";"20,39,1,2";"Bus;Nachtbus";"70,73,122,N8";"30070_,30073_,31122_,33008_";4;"30,31,33";9,2211148;48,7050270;
"Bürgerhaus";"Beuren Bürgerhaus";"2980";"de:08116:2980";08116011;"Beuren";"Beuren (ES)";"ES";"371";"70,71,5";"Bus";"177,178,179,199";"31177_,31178_,31179_,31199_";4;"31";9,4077111;48,5688452;
"Kaiserstraße";"Nellingen Kaiserstraße";"2981";"de:08116:2981";08116080;"Ostfildern";"Nellingen";"ES";"030";"30,2";"Bus;Nachtbus";"119,120,N19";"31119_,31120_,34019_";3;"31,34";9,3008919;48,7137035;
